src_ip_addr,attack_confidence,traffic_class,confidence_reasons,total_packets,total_bytes,packets_per_sec,bytes_per_sec,bytes_per_packet,burst_ratio,flow_duration,dst_port_count,protocol_count,flow_count,country,province,city,isp
58.211.185.243,14.466782231251809,background,行为模式异常(得分100),376152000,9878400000,628719.1847336461,16511249.6928711,26.261723983921392,1.0,598.283,1,1,168,中国,江苏,苏州市,中国电信
58.211.197.243,14.655407215909754,background,行为模式异常(得分100),462000000,12359088000,772216.2606681174,20657767.79356754,26.751272727272728,1.0,598.278,1,1,168,中国,江苏,苏州市,中国电信
58.211.208.25,11.868344799418711,background,行为模式异常(得分100),385728000,7528584000,644682.9633541806,12582829.981180701,19.517857142857142,1.0,598.322,1,1,168,中国,江苏,苏州市,中国电信
58.211.245.203,14.211012546494391,background,行为模式异常(得分100),761019000,7586309000,1280422.3100866491,12764043.072263816,9.968619705946894,1.0,594.35,1,1,167,中国,江苏,苏州市,中国电信
58.211.247.143,13.531833911651429,background,行为模式异常(得分100),554568000,13218240000,926940.3187147112,22093809.232497267,23.835201454104816,1.0,598.278,1,1,168,中国,江苏,苏州市,中国电信
58.211.27.173,12.90833471391925,background,行为模式异常(得分100),805560000,10753848000,1346428.3445931266,17974186.603910454,13.349530761209593,1.0,598.294,1,1,168,中国,江苏,苏州市,中国电信
58.211.28.195,12.205990480615373,background,行为模式异常(得分100),796423000,12083619000,1339998.9231861576,20330950.321866386,15.172363178863494,1.0,594.346,1,1,167,中国,江苏,苏州市,中国电信
58.211.46.167,12.461820336397075,background,行为模式异常(得分100),600432000,8711304000,1003591.9456177093,14560507.318442944,14.508393956351426,1.0,598.283,1,1,168,中国,江苏,苏州市,中国电信
58.211.7.37,12.547632586719025,background,行为模式异常(得分100),613057000,13046374000,1031481.6621967675,21950806.432616692,21.28084990465813,1.0,594.346,1,1,167,中国,江苏,苏州市,中国电信
58.211.88.103,20.90466616692356,background,行为模式异常(得分100),731268000,16457378000,2501849.1845455384,56304771.61458957,22.505262092693787,1.0,292.291,1,1,74,中国,江苏,苏州市,中国电信
58.216.116.140,14.16634004601632,background,行为模式异常(得分100),661584000,6671784000,1105747.1494900673,11150974.237607678,10.084560690705942,1.0,598.314,1,1,168,中国,江苏,常州市,中国电信
58.216.119.26,14.243992725387155,background,行为模式异常(得分100),502152000,12897024000,839321.8593876142,21556728.170447763,25.68350618936099,1.0,598.283,1,1,168,中国,江苏,常州市,中国电信
58.216.122.17,14.471601398726074,background,行为模式异常(得分100),605041000,5622222000,1017984.2921366463,9459414.622984359,9.292299199558377,1.0,594.352,1,1,167,中国,江苏,常州市,中国电信
58.216.14.209,12.069013207696516,background,行为模式异常(得分100),515362000,8002473000,867079.992933635,13463903.493644478,15.527867790019442,1.0,594.365,1,1,167,中国,江苏,常州市,中国电信
58.216.148.63,12.435719801700118,background,行为模式异常(得分100),539076000,11315419000,907014.6599342801,19038597.370869584,20.990396530359355,1.0,594.341,1,1,167,中国,江苏,常州市,中国电信
58.216.152.63,15.10161184686137,background,行为模式异常(得分100),770204000,5897605000,1295895.7904637237,9922931.448444579,7.657198612315698,1.0,594.341,1,1,167,中国,江苏,常州市,中国电信
58.216.189.9,12.422889279548453,background,行为模式异常(得分100),520800000,10914456000,870498.3302076961,18243117.747936577,20.95709677419355,1.0,598.278,1,1,168,中国,江苏,常州市,中国电信
58.216.191.163,17.819552790095614,background,行为模式异常(得分67),1783582000,27307016000,2981088.05129208,45641085.811609246,15.310210576244883,1.7550468663621857,598.299,2,1,242,中国,江苏,常州市,中国电信
58.216.2.162,12.040186628267165,background,行为模式异常(得分100),517366000,10328616000,870472.16207258,17377973.621647812,19.96384764364106,1.0,594.351,1,1,167,中国,江苏,常州市,中国电信
58.216.236.214,13.415277432383935,background,行为模式异常(得分100),533064000,6414804000,896894.7276324821,10793082.793802915,12.033834586466165,1.0,594.344,1,1,167,中国,江苏,常州市,中国电信
58.216.28.220,14.719874514748106,background,行为模式异常(得分100),357000000,9609936000,596712.5650617272,16062659.833722783,26.918588235294116,1.0,598.278,1,1,168,中国,江苏,常州市,中国电信
58.216.3.163,11.8349288954925,background,行为模式异常(得分100),450072000,8745408000,752255.1508698857,14617168.396298159,19.431131019036954,1.0,598.297,1,1,168,中国,江苏,常州市,中国电信
58.216.33.173,11.206340510312634,background,行为模式异常(得分100),359384000,6396935000,604665.2488760869,10762872.843029046,17.79972118959108,1.0,594.352,1,1,167,中国,江苏,常州市,中国电信
58.216.34.22,12.163421450174582,background,行为模式异常(得分100),510216000,7797552000,852794.7289511556,13033129.584965074,15.282844912742839,1.0,598.287,1,1,168,中国,江苏,常州市,中国电信
58.216.37.117,13.313379156723968,background,行为模式异常(得分100),554106000,12893068000,932300.0355013856,21692975.268489745,23.268233875828813,1.0,594.343,1,1,167,中国,江苏,常州市,中国电信
58.216.41.31,12.505952455852638,background,行为模式异常(得分100),667128000,9602544000,1115063.5063105165,16050062.92966419,14.393855452027196,1.0,598.287,1,1,168,中国,江苏,常州市,中国电信
58.216.6.142,12.293826342531798,background,行为模式异常(得分100),541968000,11176536000,905867.7622408014,18680925.176253498,20.622132672039676,1.0,598.286,1,1,168,中国,江苏,常州市,中国电信
58.216.76.84,14.784886449192136,background,行为模式异常(得分100),425208000,11517744000,710713.8260655911,19251330.891902328,27.087317265902804,1.0,598.283,1,1,168,中国,江苏,常州市,中国电信
58.216.8.96,12.533978640449062,background,行为模式异常(得分100),460252000,6591323000,774387.853478547,11090099.488006085,14.3211175616836,1.0,594.343,1,1,167,中国,江苏,常州市,中国电信
58.216.98.16,11.476540871847286,background,行为模式异常(得分100),423011000,7826121000,711716.7743748245,13167462.770441135,18.500986971969997,1.0,594.353,1,1,167,中国,江苏,常州市,中国电信
58.217.17.64,12.78478992803587,background,行为模式异常(得分100),387408000,8482824000,647515.7070294284,14178235.297067186,21.89635732870772,1.0,598.299,1,1,168,中国,江苏,镇江市,中国电信
58.217.171.251,12.230310655816446,background,行为模式异常(得分100),759696000,11478432000,1269770.3804484084,19185270.118035614,15.109243697478991,1.0,598.294,1,1,168,中国,江苏,南京市,中国电信
58.217.228.168,13.822430875766727,background,行为模式异常(得分100),785904000,8626968000,1313563.9538090487,14419158.313819679,10.977126977340744,1.0,598.299,1,1,168,中国,江苏,南京市,中国电信
58.217.5.236,11.816196202981976,background,行为模式异常(得分100),458304000,7417200000,766010.3626943006,12397125.188032761,16.184017595307918,1.0,598.3,1,1,168,中国,江苏,镇江市,中国电信
58.217.66.81,15.656383695027362,background,行为模式异常(得分67),1505890000,21417174000,2516952.2262280234,35796773.85387574,14.22226988691073,2.0487937365943063,598.299,2,1,242,中国,江苏,镇江市,中国电信
58.217.76.245,15.519195116836439,background,行为模式异常(得分100),436204000,12646910000,733925.1342656778,21278771.21666913,28.993108728943337,1.0,594.344,1,1,167,中国,江苏,镇江市,中国电信
58.217.77.24,23.560352387038378,background,行为模式异常(得分100),1048210000,12959028000,3586174.09987273,44335896.9797326,12.363007412636781,1.0,292.292,1,1,74,中国,江苏,镇江市,中国电信
